"vuosi";"kunta18";"amuutto_lahto";"tyopaikka_muutto_lahto";"tyollistyy_muutto_lahto";"amuutto_tulo";"tyopaikka_muutto_tulo";"tyollistyy_muutto_tulo";"tyo_muutto_lahto";"tyo_muutto_tulo"
2002;768;71;9;10;61;8;6;19;14
2002;771;35;NA;NA;51;NA;NA;NA;11
2002;777;286;21;51;145;13;18;72;31
2002;778;228;21;23;176;19;15;44;34
2002;781;140;19;20;108;13;14;39;27
2002;783;243;45;26;212;35;34;71;69
2002;785;161;14;22;101;15;9;36;24
2002;790;649;68;90;567;58;55;158;113
2002;791;232;21;37;164;23;17;58;40
2002;831;229;14;25;209;19;16;39;35
2002;832;177;22;34;84;15;12;56;27
2002;833;56;NA;NA;50;NA;NA;13;4
2002;834;236;24;32;259;24;17;56;41
2002;837;7544;1032;919;9491;1334;1360;1951;2694
2002;844;46;NA;NA;49;4;7;9;11
2002;845;133;16;18;71;NA;NA;34;10
2002;846;157;12;27;102;12;10;39;22
2002;848;201;16;29;142;6;6;45;12
2002;849;107;6;22;67;10;10;28;20
2002;850;78;6;13;77;13;8;19;21
2002;851;798;86;151;523;73;58;237;131
2002;853;6837;935;862;7749;991;1065;1797;2056
2002;854;117;6;25;93;9;11;31;20
2002;857;110;8;9;82;NA;NA;17;9
2002;858;1581;199;140;1611;207;126;339;333
2002;859;185;22;29;206;15;20;51;35
2002;886;583;55;73;473;42;45;128;87
2002;887;139;11;18;147;13;12;29;25
2002;889;89;8;16;70;8;4;24;12
2002;890;59;6;11;54;5;9;17;14
2002;892;100;14;11;111;9;13;25;22
2002;893;132;22;17;104;10;14;39;24
2002;895;491;66;59;366;38;38;125;76
2002;905;2533;349;414;2192;275;298;763;573
2002;908;494;42;86;471;51;41;128;92
2002;911;83;9;9;48;7;4;18;11
2002;915;783;99;92;648;105;64;191;169
2002;918;70;6;7;68;8;4;13;12
2002;921;71;6;10;42;4;5;16;9
2002;922;113;4;10;184;24;8;14;32
2002;924;115;16;15;69;8;8;31;16
2002;925;125;12;15;93;8;7;27;15
2002;927;919;138;88;1129;168;100;226;268
2002;931;225;20;40;146;13;13;60;26
2002;934;96;12;14;65;NA;NA;26;13
2002;935;136;12;18;110;17;18;30;35
2002;936;263;22;41;221;20;25;63;45
2002;941;7;NA;NA;7;NA;NA;NA;NA
2002;946;140;10;24;100;5;16;34;21
2002;976;121;13;21;105;17;11;34;28
2002;977;509;77;79;412;51;48;156;99
2002;980;993;90;123;1026;98;97;213;195
2002;981;119;11;17;92;9;7;28;16
2002;989;209;22;30;173;21;26;52;47
2002;992;562;68;69;455;45;49;137;94
2003;5;271;31;41;175;32;17;72;49
2003;9;71;5;11;53;NA;NA;16;12
2003;10;260;43;28;248;21;31;71;52
2003;16;345;32;45;322;32;22;77;54
2003;18;199;27;19;169;28;10;46;38
2003;19;133;17;5;155;12;8;22;20
2003;20;451;41;41;518;56;37;82;93
2003;35;5;NA;NA;16;NA;NA;NA;6
2003;43;28;NA;NA;28;NA;NA;9;8
2003;46;80;NA;NA;47;NA;NA;15;6
2003;47;62;5;11;35;NA;NA;16;7
2003;49;9891;1303;801;10384;1242;1196;2104;2438
2003;50;360;38;47;285;31;31;85;62
2003;51;276;21;39;247;27;25;60;52
2003;52;70;4;12;62;4;12;16;16
2003;60;78;7;7;89;11;5;14;16
2003;61;672;84;71;605;68;81;155;149
2003;62;17;NA;NA;9;NA;NA;4;NA
2003;65;12;NA;NA;10;NA;NA;NA;NA
2003;69;244;23;33;159;21;20;56;41
2003;71;232;37;34;183;25;33;71;58
2003;72;32;NA;NA;40;4;4;6;8
2003;74;41;5;7;38;NA;NA;12;8
2003;75;497;71;70;500;71;53;141;124
2003;76;65;NA;NA;59;NA;NA;13;8
2003;77;153;13;16;129;10;13;29;23
2003;78;305;44;31;236;29;35;75;64
2003;79;266;24;37;261;21;21;61;42
2003;81;129;19;13;111;17;7;32;24
2003;82;389;40;31;380;47;37;71;84
2003;86;361;34;43;418;37;26;77;63
2003;90;132;13;23;112;12;17;36;29
2003;91;21612;2720;1598;20890;2901;3369;4318;6270
2003;92;9302;1235;747;9695;1239;1050;1982;2289
2003;97;87;6;9;93;9;8;15;17
2003;98;1096;98;109;1073;122;95;207;217
2003;99;51;7;7;44;6;8;14;14
2003;102;322;39;56;292;40;38;95;78
2003;103;86;10;10;74;7;7;20;14
2003;105;98;13;16;50;5;8;29;13
2003;106;1452;199;120;1440;185;178;319;363
2003;108;325;39;38;340;28;27;77;55
2003;109;1939;271;242;2151;318;251;513;569
2003;111;615;77;77;570;75;61;154;136
2003;139;261;22;40;236;19;30;62;49
2003;140;769;97;96;619;62;75;193;137
2003;142;229;26;37;214;15;19;63;34
2003;143;298;45;39;285;30;30;84;60
2003;145;353;22;56;304;40;22;78;62
2003;146;213;28;23;145;25;8;51;33
2003;148;271;48;32;227;38;32;80;70
2003;149;207;23;17;217;27;11;40;38
2003;151;50;6;4;47;4;7;10;11
2003;152;134;8;14;124;20;9;22;29
2003;153;826;97;103;687;85;75;200;160
2003;165;472;48;57;482;52;31;105;83
2003;167;2557;337;425;2796;273;313;762;586
2003;169;195;21;23;209;26;20;44;46
2003;170;144;13;11;157;18;10;24;28
2003;171;221;22;37;210;18;18;59;36
2003;172;144;16;14;124;14;8;30;22
2003;176;193;16;31;121;17;17;47;34
2003;177;59;4;10;68;8;6;14;14
2003;178;155;23;27;183;20;20;50;40
2003;179;4318;694;668;5274;662;689;1362;1351
2003;181;58;5;10;41;5;10;15;15
2003;182;561;55;81;449;51;37;136;88
2003;186;1709;210;141;1916;259;186;351;445
2003;202;1219;126;130;1349;143;94;256;237
2003;204;127;7;10;130;4;12;17;16
2003;205;1349;215;207;1043;111;139;422;250
2003;208;296;21;51;251;25;27;72;52
2003;211;1000;103;81;1203;125;106;184;231
2003;213;172;14;23;136;15;10;37;25
2003;214;444;58;65;374;58;52;123;110
2003;216;59;NA;NA;32;7;4;10;11
2003;217;189;20;26;117;12;13;46;25
2003;218;49;NA;NA;35;NA;NA;12;8
2003;224;286;31;23;282;42;31;54;73
2003;226;140;20;18;94;13;11;38;24
2003;230;53;7;9;31;NA;NA;16;NA
2003;231;57;11;6;62;5;6;17;11
2003;232;377;51;58;309;39;44;109;83
2003;233;493;54;64;403;51;45;118;96
2003;235;573;61;77;489;51;53;138;104
2003;236;126;18;21;121;22;22;39;44
2003;239;111;14;15;58;7;5;29;12
2003;240;846;86;142;746;78;90;228;168
2003;241;332;43;43;296;31;37;86;68
2003;244;769;73;83;912;90;70;156;160
2003;245;1612;191;121;1871;272;222;312;494
2003;249;385;42;43;307;49;35;85;84
2003;250;55;9;7;68;NA;NA;16;9
2003;256;64;10;8;32;NA;NA;18;7
2003;257;1432;172;135;1689;184;145;307;329
2003;260;363;43;45;220;26;16;88;42
2003;261;180;27;20;196;43;22;47;65
2003;263;266;27;35;211;22;20;62;42
2003;265;41;5;4;37;NA;NA;9;8
2003;271;240;16;27;202;17;18;43;35
2003;272;1080;140;179;888;144;95;319;239
2003;273;105;13;15;109;22;11;28;33
2003;275;75;5;8;69;9;5;13;14
2003;276;460;38;55;512;44;57;93;101
2003;280;40;NA;NA;21;NA;NA;9;5
2003;284;70;10;14;70;9;6;24;15
2003;285;1331;170;202;1327;178;175;372;353
2003;286;1862;253;268;1651;254;227;521;481
2003;287;159;19;34;110;14;15;53;29
2003;288;108;13;20;87;9;6;33;15
2003;290;279;31;48;167;19;13;79;32
2003;291;83;9;12;71;7;7;21;14
2003;295;11;NA;NA;4;NA;NA;NA;NA
2003;297;3763;506;619;3867;514;441;1125;955
2003;300;124;12;16;76;14;9;28;23
2003;301;520;49;89;474;65;43;138;108
2003;304;31;NA;NA;29;NA;NA;4;8
2003;305;563;77;104;358;56;41;181;97
2003;309;270;24;42;206;22;18;66;40
2003;312;61;NA;NA;42;5;6;10;11
2003;316;167;15;17;199;26;13;32;39
2003;317;87;11;7;67;7;16;18;23
2003;318;11;NA;NA;5;NA;NA;NA;NA
2003;320;290;29;50;191;16;16;79;32
2003;322;154;14;23;161;14;12;37;26
2003;398;3671;478;466;3885;526;512;944;1038
2003;399;244;33;21;182;27;17;54;44
2003;400;236;17;34;134;9;20;51;29
2003;402;333;40;44;302;32;22;84;54
2003;403;96;11;17;64;11;10;28;21
2003;405;2008;261;302;2088;269;240;563;509
2003;407;84;12;5;99;14;9;17;23
2003;408;341;31;43;333;39;27;74;66
2003;410;634;46;93;628;73;52;139;125
2003;416;101;6;8;103;8;12;14;20
2003;417;67;10;8;54;5;7;18;12
2003;418;684;51;77;793;69;58;128;127
2003;420;325;37;37;320;36;24;74;60
2003;421;31;NA;NA;25;NA;NA;7;7
2003;422;353;40;57;219;26;25;97;51
2003;423;628;65;59;647;73;46;124;119
2003;425;244;20;35;370;39;32;55;71
2003;426;430;39;54;435;45;38;93;83
2003;430;445;57;45;433;34;49;102;83
2003;433;228;24;22;289;30;25;46;55
2003;434;431;51;66;433;36;40;117;76
2003;435;23;NA;NA;23;NA;NA;7;NA
2003;436;52;NA;NA;52;5;5;10;10
2003;438;5;NA;NA;19;NA;NA;NA;NA
2003;440;75;9;8;66;4;4;17;8
2003;441;146;14;24;138;13;11;38;24
2003;444;1175;183;136;1337;177;130;319;307
2003;445;409;37;56;401;42;43;93;85
2003;475;85;5;14;86;12;11;19;23
2003;478;398;49;28;414;50;52;77;102
2003;480;69;NA;NA;68;NA;NA;11;9
2003;481;310;32;29;377;44;26;61;70
2003;483;39;4;8;22;NA;NA;12;NA
2003;484;99;13;11;66;6;5;24;11
2003;489;87;10;8;66;6;9;18;15
2003;491;1612;249;262;1520;253;207;511;460
2003;494;306;29;28;299;23;27;57;50
2003;495;67;8;8;63;NA;NA;16;4
2003;498;97;19;10;73;10;17;29;27
2003;499;446;48;59;507;35;42;107;77
2003;500;408;43;45;416;34;31;88;65
2003;503;253;21;24;277;27;20;45;47
2003;504;65;NA;NA;78;9;4;13;13
2003;505;618;77;56;730;82;49;133;131
2003;507;209;27;27;192;18;9;54;27
2003;508;353;40;58;279;19;27;98;46
2003;529;693;69;72;867;106;71;141;177
2003;531;196;13;20;173;16;8;33;24
2003;535;281;37;46;201;30;17;83;47
2003;536;841;84;83;1080;105;103;167;208
2003;538;137;21;19;139;9;9;40;18
2003;541;295;27;49;210;12;23;76;35
2003;543;1297;155;99;1712;228;146;254;374
2003;545;82;13;7;59;10;4;20;14
2003;560;491;46;52;536;69;30;98;99
2003;561;32;NA;NA;47;6;6;NA;12
2003;562;303;31;42;293;35;32;73;67
2003;563;282;28;45;249;28;44;73;72
2003;564;5073;729;709;5765;817;769;1438;1586
2003;576;113;22;9;119;9;6;31;15
2003;577;401;57;45;273;38;23;102;61
2003;578;94;7;15;107;6;18;22;24
2003;580;174;24;12;151;16;13;36;29
2003;581;249;33;24;153;20;20;57;40
2003;583;63;7;11;31;NA;NA;18;8
2003;584;102;18;12;59;6;12;30;18
2003;588;56;6;6;58;6;5;12;11
2003;592;110;13;10;100;5;11;23;16
2003;593;631;81;108;513;57;46;189;103
2003;595;183;21;20;121;12;9;41;21
2003;598;533;52;43;468;60;77;95;137
2003;599;201;17;41;189;17;19;58;36
2003;601;123;24;21;107;17;12;45;29
2003;604;539;55;48;900;95;65;103;160
2003;607;153;11;17;118;10;11;28;21
2003;608;71;NA;NA;64;8;7;12;15
2003;609;1869;253;268;2050;282;217;521;499
2003;611;192;21;26;208;24;10;47;34
2003;614;112;14;18;77;13;8;32;21
2003;615;305;34;52;213;22;24;86;46
2003;616;83;7;16;91;8;7;23;15
2003;619;80;6;11;65;5;7;17;12
2003;620;103;22;17;83;12;8;39;20
2003;623;110;8;15;69;15;6;23;21
2003;624;167;10;18;156;21;12;28;33
2003;625;94;10;12;73;10;5;22;15
2003;626;213;29;27;141;19;13;56;32
2003;630;65;9;6;49;NA;NA;15;11
2003;631;93;7;9;78;5;6;16;11
2003;635;175;23;25;206;21;18;48;39
2003;636;230;18;29;267;28;15;47;43
2003;638;1338;173;142;1527;192;154;315;346
2003;678;894;104;141;554;47;49;245;96
2003;680;1174;134;109;1183;108;96;243;204
2003;681;126;14;10;86;9;8;24;17
2003;683;143;13;26;98;10;13;39;23
2003;684;1129;155;179;960;126;125;334;251
2003;686;125;11;15;103;10;12;26;22
2003;687;78;9;10;50;6;4;19;10
2003;689;129;17;22;87;4;7;39;11
2003;691;93;10;15;57;9;5;25;14
2003;694;934;139;89;1128;141;124;228;265
2003;697;59;4;7;40;5;6;11;11
2003;698;1976;307;358;1829;268;210;665;478
2003;700;206;14;31;200;19;12;45;31
2003;702;139;17;23;112;16;14;40;30
2003;704;214;12;26;228;19;12;38;31
2003;707;96;8;9;63;7;5;17;12
2003;710;607;70;63;657;99;69;133;168
2003;729;307;44;40;263;32;29;84;61
2003;732;109;12;19;82;8;4;31;12
2003;734;1147;175;136;1181;164;146;311;310
2003;736;50;NA;NA;67;8;6;12;14
2003;738;101;4;14;105;7;9;18;16
2003;739;115;16;16;83;NA;NA;32;11
2003;740;1236;153;214;1036;129;112;367;241
2003;742;53;8;4;25;NA;NA;12;5
2003;743;1559;222;225;1822;241;236;447;477
2003;746;158;19;21;119;8;17;40;25
2003;747;67;8;9;57;6;5;17;11
2003;748;194;18;23;173;16;20;41;36
2003;749;833;65;100;886;110;77;165;187
2003;751;151;14;18;124;6;14;32;20
2003;753;632;78;68;675;74;53;146;127
2003;755;243;25;26;303;32;17;51;49
2003;758;285;39;39;199;31;25;78;56
2003;759;55;7;6;28;5;5;13;10
2003;761;251;33;17;271;28;27;50;55
2003;762;127;9;20;101;12;7;29;19
2003;765;293;35;46;235;28;25;81;53
2003;766;NA;NA;NA;NA;NA;NA;NA;NA
2003;768;90;8;7;85;13;4;15;17
2003;771;40;4;5;34;NA;NA;9;8
2003;777;296;39;49;175;28;16;88;44
2003;778;226;25;29;169;18;16;54;34
2003;781;136;14;13;126;12;8;27;20
2003;783;247;39;29;213;35;31;68;66
2003;785;135;10;15;116;14;11;25;25
2003;790;655;67;102;600;59;57;169;116
2003;791;203;22;31;138;19;19;53;38
2003;831;192;14;16;222;25;12;30;37
2003;832;140;22;24;100;6;5;46;11
2003;833;51;NA;NA;57;NA;NA;5;7
2003;834;227;25;33;200;18;16;58;34
2003;837;8108;1063;889;9106;1289;1244;1952;2533
2003;844;50;NA;NA;61;NA;NA;9;8
2003;845;117;12;15;89;8;12;27;20
2003;846;143;14;21;105;9;14;35;23
2003;848;190;9;21;135;11;12;30;23
2003;849;89;10;10;58;10;7;20;17
2003;850;69;6;14;88;12;7;20;19
2003;851;657;67;95;615;71;77;162;148
2003;853;6808;966;765;7391;904;938;1731;1842
2003;854;113;5;22;90;9;13;27;22
2003;857;98;8;10;89;7;9;18;16
2003;858;1635;189;147;1743;205;139;336;344
2003;859;187;17;22;244;25;21;39;46
2003;886;609;46;77;466;47;48;123;95
2003;887;175;17;18;162;12;13;35;25
2003;889;110;11;12;76;5;6;23;11
2003;890;68;10;8;59;4;7;18;11
2003;892;129;11;15;104;10;6;26;16
2003;893;100;13;18;107;10;18;31;28
2003;895;585;79;65;333;39;37;144;76
2003;905;2266;340;301;2053;229;287;641;516
2003;908;487;56;43;522;56;54;99;110
2003;911;87;6;13;55;9;6;19;15
2003;915;699;82;93;611;73;67;175;140
2003;918;79;8;5;77;5;4;13;9
2003;921;68;6;11;68;NA;NA;17;13
2003;922;117;12;8;142;10;12;20;22
2003;924;101;11;13;88;13;9;24;22
2003;925;144;12;24;78;6;7;36;13
2003;927;1019;131;85;1075;150;88;216;238
2003;931;248;26;33;154;18;16;59;34
2003;934;77;17;15;39;NA;NA;32;9
2003;935;128;19;9;110;14;17;28;31
2003;936;269;31;43;209;18;21;74;39
2003;941;8;NA;NA;21;NA;NA;NA;10
2003;946;110;4;14;112;12;18;18;30
2003;976;92;10;14;105;13;16;24;29
2003;977;500;71;63;430;60;62;134;122
2003;980;1047;85;117;1154;100;101;202;201
2003;981;82;6;8;104;9;10;14;19
2003;989;204;25;34;145;20;18;59;38
2003;992;556;51;65;526;57;68;116;125
2004;5;266;29;36;203;26;27;65;53
2004;9;79;6;12;56;NA;NA;18;8
2004;10;273;41;43;244;31;24;84;55
2004;16;337;35;33;314;36;22;68;58
2004;18;167;15;13;182;28;19;28;47
2004;19;133;12;16;183;23;16;28;39
2004;20;520;51;52;542;65;40;103;105
2004;35;9;NA;NA;5;NA;NA;NA;NA
2004;43;27;NA;NA;27;4;4;8;8
2004;46;56;NA;NA;54;4;7;8;11
2004;47;64;6;9;51;5;9;15;14
2004;49;9970;1303;889;10886;1525;1373;2192;2898
2004;50;314;34;34;300;33;36;68;69
2004;51;302;23;49;332;29;24;72;53
2004;52;72;8;10;37;NA;NA;18;9
2004;60;70;7;10;79;7;12;17;19
2004;61;706;94;73;708;82;83;167;165
2004;62;16;NA;NA;12;NA;NA;NA;5
2004;65;15;NA;NA;12;4;4;4;8
2004;69;238;30;31;175;23;24;61;47
2004;71;270;32;32;178;25;13;64;38
2004;72;28;NA;NA;33;NA;NA;4;NA
2004;74;50;4;4;14;NA;NA;8;4
2004;75;456;54;69;541;79;64;123;143
2004;76;58;NA;NA;68;8;12;13;20
2004;77;132;8;15;161;9;10;23;19
2004;78;246;28;30;240;44;32;58;76
2004;79;280;27;37;257;32;25;64;57
2004;81;142;18;16;121;21;16;34;37
2004;82;437;49;50;454;35;41;99;76
2004;86;420;49;34;405;46;38;83;84
2004;90;129;21;10;104;16;19;31;35
2004;91;21244;2933;1713;21285;3054;3604;4646;6658
2004;92;9458;1272;782;9316;1312;1069;2054;2381
2004;97;86;8;8;87;20;4;16;24
2004;98;1044;118;116;1090;126;104;234;230
2004;99;69;8;7;45;7;5;15;12
2004;102;313;38;37;297;31;30;75;61
2004;103;103;7;12;108;8;13;19;21
2004;105;102;11;15;57;8;5;26;13
2004;106;1535;188;140;1614;234;157;328;391
2004;108;308;29;35;354;43;34;64;77
2004;109;2111;277;300;2301;333;253;577;586
2004;111;640;83;74;661;76;67;157;143
2004;139;287;27;32;330;34;27;59;61
2004;140;704;101;114;665;72;78;215;150
2004;142;200;20;30;220;20;20;50;40
2004;143;314;33;36;295;26;31;69;57
2004;145;469;20;44;326;37;24;64;61
2004;146;229;18;37;157;11;9;55;20
2004;148;275;45;35;235;55;34;80;89
2004;149;200;21;16;252;26;16;37;42
2004;151;53;7;6;47;5;6;13;11
2004;152;143;16;18;145;17;7;34;24
2004;153;833;94;115;690;78;64;209;142
2004;165;525;51;58;553;63;62;109;125
2004;167;2798;318;478;2817;332;329;796;661
2004;169;200;19;24;212;21;29;43;50
2004;170;158;11;26;168;12;11;37;23
2004;171;215;15;19;157;13;16;34;29
2004;172;165;27;18;139;19;14;45;33
2004;176;168;20;24;140;11;10;44;21
2004;177;89;8;9;88;11;4;17;15
2004;178;188;29;24;186;22;14;53;36
2004;179;4656;741;828;5558;746;693;1569;1439
2004;181;72;14;7;44;NA;NA;21;7
2004;182;643;88;102;554;83;65;190;148
2004;186;1893;266;155;1875;254;175;421;429
2004;202;1217;138;131;1375;152;102;269;254
2004;204;135;10;19;127;15;14;29;29
2004;205;1395;198;220;1131;140;160;418;300
2004;208;296;37;42;271;28;28;79;56
2004;211;999;97;139;1199;129;100;236;229
2004;213;194;21;26;153;19;10;47;29
2004;214;467;58;58;366;40;41;116;81
2004;216;51;6;6;48;5;6;12;11
2004;217;183;27;22;146;15;13;49;28
2004;218;34;4;6;47;5;6;10;11
2004;224;305;37;31;334;46;61;68;107
2004;226;139;18;15;95;13;11;33;24
2004;230;74;5;10;50;NA;NA;15;8
2004;231;59;6;4;48;6;6;10;12
2004;232;374;51;58;315;41;49;109;90
2004;233;428;61;66;368;47;44;127;91
2004;235;604;57;69;439;46;48;126;94
2004;236;152;18;20;101;11;24;38;35
2004;239;92;15;18;72;9;5;33;14
2004;240;889;97;152;779;63;94;249;157
2004;241;357;28;48;291;34;40;76;74
2004;244;824;75;101;927;95;103;176;198
2004;245;1774;251;146;1768;198;207;397;405
2004;249;411;63;54;314;36;48;117;84
2004;250;61;NA;NA;44;NA;NA;9;7
2004;256;69;8;18;38;6;7;26;13
2004;257;1485;177;148;1896;243;150;325;393
2004;260;354;34;60;233;25;25;94;50
2004;261;194;38;21;181;44;28;59;72
2004;263;255;24;38;191;32;18;62;50
2004;265;55;5;10;39;NA;NA;15;NA
2004;271;238;28;21;230;25;20;49;45
2004;272;1063;123;193;960;142;116;316;258
2004;273;109;11;16;105;18;12;27;30
2004;275;89;8;11;76;4;4;19;8
2004;276;516;34;69;621;62;61;103;123
2004;280;33;NA;NA;28;NA;NA;7;8
2004;284;74;5;7;68;NA;NA;12;9
2004;285;1372;182;178;1387;197;195;360;392
2004;286;1870;294;249;1635;250;236;543;486
2004;287;166;16;22;133;20;20;38;40
2004;288;123;18;27;108;14;15;45;29
2004;290;268;23;40;143;21;12;63;33
2004;291;83;8;11;78;11;5;19;16
2004;295;12;NA;NA;NA;NA;NA;4;NA
2004;297;3935;606;561;3963;527;491;1167;1018
2004;300;109;12;11;83;9;5;23;14
2004;301;553;59;74;405;36;38;133;74
2004;304;35;NA;NA;33;NA;NA;11;5
2004;305;538;91;90;378;64;40;181;104
2004;309;296;25;44;270;21;34;69;55
2004;312;61;10;16;33;NA;NA;26;6
2004;316;164;18;16;192;16;16;34;32
2004;317;86;13;8;71;10;13;21;23
2004;318;12;NA;NA;14;NA;NA;6;NA
2004;320;367;49;66;204;22;24;115;46
2004;322;148;20;19;168;24;16;39;40
2004;398;3847;542;493;3733;575;516;1035;1091
2004;399;216;19;29;226;31;20;48;51
2004;400;205;16;36;186;14;27;52;41
2004;402;346;33;40;312;31;39;73;70
2004;403;101;10;14;70;NA;NA;24;7
2004;405;2105;312;307;2099;283;273;619;556
2004;407;102;10;15;108;15;7;25;22
2004;408;315;33;39;280;36;28;72;64
2004;410;610;43;69;612;54;61;112;115
2004;416;115;7;6;87;6;10;13;16
2004;417;48;10;5;62;NA;NA;15;6
2004;418;726;59;84;890;93;80;143;173
2004;420;344;34;59;282;44;20;93;64
2004;421;28;NA;NA;12;NA;NA;9;NA
2004;422;422;50;64;215;18;17;114;35
2004;423;613;48;91;642;75;54;139;129
2004;425;251;15;23;469;51;42;38;93
2004;426;415;45;54;497;55;46;99;101
2004;430;417;48;70;406;40;40;118;80
2004;433;270;33;29;302;28;20;62;48
2004;434;467;56;64;498;50;49;120;99
2004;435;26;NA;NA;25;NA;NA;4;5
2004;436;60;5;6;52;NA;NA;11;8
2004;438;16;NA;NA;15;NA;NA;NA;4
2004;440;93;13;13;80;7;7;26;14
2004;441;155;18;21;143;14;17;39;31
2004;444;1300;194;145;1301;170;123;339;293
2004;445;334;36;35;356;32;35;71;67
2004;475;91;10;9;109;12;5;19;17
2004;478;387;48;36;449;52;86;84;138
2004;480;63;8;7;88;8;10;15;18
2004;481;325;29;29;374;34;33;58;67
2004;483;57;NA;NA;44;8;4;11;12
2004;484;95;7;19;92;15;7;26;22
2004;489;96;15;15;66;15;7;30;22
2004;491;1637;253;253;1522;230;180;506;410
2004;494;300;29;36;372;31;33;65;64
2004;495;61;NA;NA;46;NA;NA;10;11
2004;498;75;14;6;72;10;13;20;23
2004;499;475;38;71;523;37;43;109;80
2004;500;451;42;45;434;59;42;87;101
2004;503;249;21;27;278;16;24;48;40
2004;504;62;4;4;80;5;6;8;11
2004;505;715;108;59;811;96;58;167;154
2004;507;214;34;23;163;18;20;57;38
2004;508;351;40;52;275;39;20;92;59
2004;529;696;77;68;764;80;75;145;155
2004;531;237;24;29;169;15;12;53;27
2004;535;307;34;37;217;24;23;71;47
2004;536;902;80;97;1123;125;101;177;226
2004;538;170;12;21;195;16;18;33;34
2004;541;248;21;41;193;15;25;62;40
2004;543;1444;204;125;1580;235;126;329;361
2004;545;92;11;21;79;8;11;32;19
2004;560;523;54;82;487;53;40;136;93
2004;561;48;NA;NA;37;5;5;16;10
2004;562;294;46;36;314;33;29;82;62
2004;563;283;39;38;204;20;31;77;51
2004;564;5274;791;778;6079;810;825;1569;1635
2004;576;121;14;16;82;12;8;30;20
2004;577;357;44;54;338;40;35;98;75
2004;578;116;9;17;133;10;11;26;21
2004;580;160;22;17;121;17;10;39;27
2004;581;212;24;24;181;22;16;48;38
2004;583;58;7;7;41;NA;NA;14;8
2004;584;112;21;18;67;8;15;39;23
2004;588;78;6;10;61;8;4;16;12
2004;592;140;13;17;134;9;14;30;23
2004;593;656;84;103;545;48;41;187;89
2004;595;176;18;20;113;10;10;38;20
2004;598;543;70;65;531;72;77;135;149
2004;599;214;19;21;181;22;14;40;36
2004;601;140;24;26;96;9;13;50;22
2004;604;598;74;58;652;93;59;132;152
2004;607;161;15;23;100;5;8;38;13
2004;608;87;4;15;71;4;4;19;8
2004;609;2110;259;296;2032;241;234;555;475
2004;611;181;19;15;228;24;13;34;37
2004;614;118;10;18;65;12;6;28;18
2004;615;327;39;54;189;23;17;93;40
2004;616;69;6;5;87;12;11;11;23
2004;619;100;8;9;75;8;4;17;12
2004;620;113;9;16;55;NA;NA;25;7
2004;623;66;12;7;82;7;4;19;11
2004;624;190;8;24;169;19;13;32;32
2004;625;108;10;21;64;12;8;31;20
2004;626;158;16;27;154;19;16;43;35
2004;630;56;12;9;34;NA;NA;21;6
2004;631;89;12;10;78;5;5;22;10
2004;635;214;22;19;230;20;22;41;42
2004;636;239;19;23;242;24;19;42;43
2004;638;1455;187;174;1612;204;178;361;382
2004;678;906;90;134;647;71;72;224;143
2004;680;1174;121;126;1240;114;133;247;247
2004;681;119;6;12;96;7;12;18;19
2004;683;133;19;26;104;12;8;45;20
2004;684;1228;183;201;1000;126;133;384;259
2004;686;112;9;11;114;16;11;20;27
2004;687;65;7;8;40;NA;NA;15;6
2004;689;136;15;14;87;7;14;29;21
2004;691;92;12;15;52;7;8;27;15
2004;694;1144;149;116;1256;171;161;265;332
2004;697;50;NA;NA;42;9;4;7;13
2004;698;1802;307;321;1984;276;276;628;552
2004;700;220;15;37;168;15;15;52;30
2004;702;130;23;15;133;15;12;38;27
2004;704;203;20;22;216;21;13;42;34
2004;707;88;7;8;87;7;4;15;11
2004;710;697;88;71;629;71;65;159;136
2004;729;364;33;39;253;29;14;72;43
2004;732;152;16;36;82;9;8;52;17
2004;734;1189;201;153;1195;182;154;354;336
2004;736;55;9;8;56;11;6;17;17
2004;738;97;15;13;88;6;6;28;12
2004;739;92;11;15;88;12;5;26;17
2004;740;1233;164;219;1128;131;110;383;241
2004;742;52;7;4;18;NA;NA;11;4
2004;743;1647;233;230;2085;237;261;463;498
2004;746;171;20;15;112;16;14;35;30
2004;747;71;7;5;47;6;6;12;12
2004;748;254;23;28;172;8;14;51;22
2004;749;885;80;102;823;106;74;182;180
2004;751;161;8;24;100;10;7;32;17
2004;753;659;64;59;622;77;52;123;129
2004;755;237;22;23;301;29;21;45;50
2004;758;274;36;44;220;36;27;80;63
2004;759;63;6;9;46;4;7;15;11
2004;761;251;38;35;246;29;20;73;49
2004;762;133;9;19;116;14;17;28;31
2004;765;288;42;40;277;41;36;82;77
2004;766;7;NA;NA;5;NA;NA;NA;NA
2004;768;97;11;16;67;NA;NA;27;15
2004;771;44;4;6;27;NA;NA;10;NA
2004;777;268;19;54;156;17;19;73;36
2004;778;218;18;23;236;22;24;41;46
2004;781;123;16;28;129;9;12;44;21
2004;783;225;28;25;201;24;31;53;55
2004;785;136;24;8;94;12;4;32;16
2004;790;612;68;79;593;68;45;147;113
2004;791;229;24;23;155;16;17;47;33
2004;831;188;18;21;201;10;11;39;21
2004;832;177;21;25;94;8;16;46;24
2004;833;65;6;9;60;NA;NA;15;6
2004;834;227;18;27;254;35;18;45;53
2004;837;8311;1099;1056;9665;1372;1413;2155;2785
